万荣县混凝土外加剂协会	2019	4
三亚市婚庆旅游行业协会	2019	3
上海区块链技术协会	2019	4
上海医药行业协会	2019	5
上海医药行业协会	2020	2
上海市交通运输行业协会	2019	10
上海市供水行业协会	2019	2
上海市供水行业协会	2020	1
上海市信息家电行业协会	2017	1
上海市信息家电行业协会	2018	2
上海市信息家电行业协会	2019	2
上海市信息系统质量技术协会	2019	1
上海市制冷学会	2019	1
上海市化学建材行业协会	2018	6
上海市化学建材行业协会	2019	12
上海市单用途预付卡协会	2019	3
上海市司法鉴定协会	2018	1
上海市司法鉴定协会	2019	2
上海市司法鉴定理论研究会	2019	1
上海市品牌授权经营企业协会	2019	1
上海市商业联合会	2020	3
上海市多媒体行业协会	2019	1
上海市安装行业协会	2018	2
上海市室内环境净化行业协会	2018	3
上海市室内环境净化行业协会	2019	4
上海市室内环境净化行业协会	2020	1
上海市家具行业协会	2019	1
上海市崇明区河蟹协会	2019	1
上海市工具行业协会	2018	1
上海市工商联国际物流商会	2020	3
上海市工程建设质量管理协会	2019	1
上海市工程建设质量管理协会	2020	3
上海市工程设备监理行业协会	2020	2
上海市康复医学会	2018	1
上海市康复医学会	2019	2
上海市康复医学会	2020	4
上海市康复器具协会	2019	5
上海市建筑五金门窗行业协会	2020	1
上海市建筑材料行业协会	2018	2
上海市建筑材料行业协会	2019	8
上海市建设协会	2017	1
上海市建设协会	2018	19
上海市建设协会	2019	18
上海市建设协会	2020	6
上海市徐汇区食品药品安全协会	2019	2
上海市新材料协会	2019	2
上海市服饰学会	2019	1
上海市标准化协会	2019	2
上海市汽车销售行业协会	2018	1
上海市浦东新区农协会	2018	12
上海市浦东新区女带头人协会	2019	2
上海市浦东新区电子商务行业协会	2019	1
上海市消防协会	2019	4
上海市物流协会	2019	1
上海市物联网行业协会	2018	10
上海市物联网行业协会	2019	8
上海市环境保护工业行业协会	2018	2
上海市环境保护工业行业协会	2019	2
上海市瓜果行业协会	2020	1
上海市电力工程行业协会	2019	1
上海市电子电器技术协会	2019	1
上海市电梯行业协会	2019	3
上海市畜牧兽医学会	2020	5
上海市皮革技术协会	2018	1
上海市皮革技术协会	2019	2
上海市皮革技术协会	2020	1
上海市眼镜行业协会	2018	3
上海市硅酸盐学会	2018	1
上海市硅酸盐学会	2019	2
上海市绿色建筑协会	2019	4
上海市网购商会	2017	1
上海市聚氨酯工业协会	2019	1
上海市肉类行业协会	2019	1
上海市自行车行业协会	2017	2
上海市自行车行业协会	2019	4
上海市自行车行业协会	2020	3
上海市节能工程技术协会	2019	1
上海市节能环保服务业协会	2020	1
上海市装饰装修行业协会	2018	1
上海市装饰装修行业协会	2019	3
上海市计算机行业协会	2018	5
上海市计算机行业协会	2019	9
上海市计量协会	2018	1
上海市计量协会	2019	5
上海市认证协会	2019	5
上海市认证协会	2020	6
上海市设施农业装备行业协会	2019	4
上海市质量技术应用统计学会	2020	1
上海市软件行业协会	2018	4
上海市软件行业协会	2019	5
上海市轻工业协会	2019	1
上海市金山区质量技术协会	2019	1
上海市长宁区旅游协会	2019	1
上海市长宁区社会组织联合会	2020	1
上海市集成电路行业协会	2020	1
上海市青浦区医学会	2019	1
上海市青浦区质量协会	2018	1
上海市青浦区质量协会	2020	1
上海市静安区食品药品安全管理协会	2019	1
上海市食品安全工作联合会	2019	3
上海市食品接触材料协会	2019	1
上海市食品添加剂和配料行业协会	2017	2
上海市食品添加剂和配料行业协会	2018	2
上海市餐饮烹饪行业协会	2017	1
上海市餐饮烹饪行业协会	2018	2
上海市餐饮烹饪行业协会	2019	1
上海市首饰设计协会	2019	1
上海市黄浦区建筑业联合会	2019	1
上海应急消防工程设备行业协会	2018	5
上海应急消防工程设备行业协会	2019	11
上海应急消防工程设备行业协会	2020	2
上海日用化学品行业协会	2017	1
上海日用化学品行业协会	2018	14
上海日用化学品行业协会	2019	13
上海日用化学品行业协会	2020	1
上海涂料染料行业协会	2020	1
上海电器行业协会	2019	1
上海石材行业协会	2017	2
上海石材行业协会	2018	1
上海石材行业协会	2019	2
上海空调清洗行业协会	2019	4
上海粮油行业协会	2020	1
上海蔬菜食用菌行业协会	2019	2
上海防静电工业协会	2017	1
上海防静电工业协会	2018	1
上海防静电工业协会	2019	1
东光县纸箱包装机械制造联合会	2019	1
东兰县大同乡特色水果专业协会	2019	2
东兴市电子商务协会	2019	2
东港市草莓协会	2016	1
东莞健美健身协会	2019	5
东莞市企业代理服务行业协会	2019	5
东莞市体育用品行业协会	2019	2
东莞市安全生产专业服务机构协会	2019	2
东莞市数控刀具行业协会	2019	2
东莞市标准与产业融合促进会	2019	5
东莞市标准化协会	2018	4
东莞市标准化协会	2019	2
东莞市标准化协会	2020	1
东莞市毛纺织行业协会	2018	2
东莞市毛纺织行业协会	2019	2
东莞市清溪旅游协会	2018	2
东莞市清溪旅游协会	2019	3
东莞市港航协会	2017	1
东莞市港航协会	2019	1
东莞市烹饪协会	2019	5
东莞市物流行业协会	2018	1
东莞市物流行业协会	2019	5
东莞市物流行业协会	2020	1
东莞市特种设备行业协会	2019	1
东莞市特种设备行业协会	2020	1
东莞市电力行业协会	2019	1
东莞市科技中介同业公会	2017	1
东莞市科普志愿服务协会	2020	1
东莞市美容美发行业协会	2019	3
东莞市连锁餐饮发展促进会	2020	5
东莞市首席信息官协会	2020	1
东营市垦利区水产业商会	2019	6
东营质量协会	2017	1
东营质量协会	2018	3
东营质量协会	2019	14
东营质量协会	2020	1
东阳市信息产业协会	2016	1
东阳市信息产业协会	2018	2
东阿县阿胶行业协会	2019	1
中关村中交国通智能交通产业联盟	2016	45
中关村中交国通智能交通产业联盟	2017	3
中关村中交国通智能交通产业联盟	2018	11
中关村中交国通智能交通产业联盟	2019	8
中关村中交国通智能交通产业联盟	2020	12
中关村中环地下水污染防控与修复产业联盟	2018	1
中关村中环地下水污染防控与修复产业联盟	2019	1
中关村乐家智慧居住区产业技术联盟	2016	2
中关村乐家智慧居住区产业技术联盟	2018	2
中关村乐家智慧居住区产业技术联盟	2019	2
中关村产融合作与转型促进会	2018	1
中关村体验教育培训科技协会	2019	2
中关村储能产业技术联盟	2018	1
中关村储能产业技术联盟	2019	3
中关村储能产业技术联盟	2020	2
中关村公信卫星应用技术产业联盟	2017	7
中关村军民融合信息装备产业促进会	2019	1
中关村医疗器械产业技术创新联盟	2016	4
中关村医疗器械产业技术创新联盟	2017	2
中关村医疗器械产业技术创新联盟	2019	8
中关村医疗器械产业技术创新联盟	2020	1
中关村半导体照明工程研发及产业联盟（国家半导体照明工程研发及产业联盟）	2016	5
中关村半导体照明工程研发及产业联盟（国家半导体照明工程研发及产业联盟）	2017	27
中关村半导体照明工程研发及产业联盟（国家半导体照明工程研发及产业联盟）	2018	13
中关村半导体照明工程研发及产业联盟（国家半导体照明工程研发及产业联盟）	2019	7
中关村半导体照明工程研发及产业联盟（国家半导体照明工程研发及产业联盟）	2020	5
中关村华清石墨烯产业技术创新联盟	2017	1
中关村华清石墨烯产业技术创新联盟	2018	2
中关村华清石墨烯产业技术创新联盟	2019	5
中关村华清石墨烯产业技术创新联盟	2020	1
中关村国检电子商务数据产业协会	2017	3
中关村国检电子商务数据产业协会	2019	1
中关村天合宽禁带半导体技术创新联盟	2018	4
中关村天合宽禁带半导体技术创新联盟	2019	9
中关村工业互联网产业联盟	2020	1
中关村思德智能健康养老产业联盟	2020	2
中关村新兴科技服务业产业联盟	2019	3
中关村无线网络安全产业联盟	2017	9
中关村无线网络安全产业联盟	2019	5
中关村智慧城市信息化产业联盟	2019	2
中关村智慧环境产业联盟	2019	2
中关村智联软件服务业质量创新联盟	2017	2
中关村智联软件服务业质量创新联盟	2018	2
中关村智联软件服务业质量创新联盟	2020	2
中关村智能终端操作系统产业联盟	2018	3
中关村智能终端操作系统产业联盟	2019	1
中关村智通智能交通产业联盟	2018	3
中关村智通智能交通产业联盟	2019	4
中关村智通智能交通产业联盟	2020	1
中关村材料试验技术联盟	2018	76
中关村材料试验技术联盟	2019	54
中关村材料试验技术联盟	2020	46
中关村标准化协会	2017	7
中关村标准化协会	2018	11
中关村标准化协会	2019	12
中关村标准化协会	2020	19
中关村核心区科技服务业发展促进会	2017	1
中关村汇智抗菌新材料产业技术创新联盟	2019	3
中关村汇智抗菌新材料产业技术创新联盟	2020	6
中关村物联网产业联盟	2019	1
中关村物联网产业联盟	2020	4
中关村玖泰药物临床试验技术创新联盟	2017	2
中关村玖泰药物临床试验技术创新联盟	2019	6
中关村现代信息消费应用产业技术联盟	2018	5
中关村现代信息消费应用产业技术联盟	2019	1
中关村生态乡村创新服务联盟	2018	5
中关村生态乡村创新服务联盟	2019	8
中关村石墨烯产业联盟	2018	3
中关村石墨烯产业联盟	2019	3
中关村空间信息产业技术联盟	2018	6
中关村空间信息产业技术联盟	2019	6
中关村紫能生物质燃气产业联盟	2018	2
中关村紫能生物质燃气产业联盟	2019	4
中关村绿色冷链物流产业联盟	2016	1
中关村绿色冷链物流产业联盟	2018	1
中关村绿色矿山产业联盟	2019	1
中关村绿色矿山产业联盟	2020	1
中关村绿谷生态农业产业联盟	2018	1
中关村绿谷生态农业产业联盟	2019	11
中关村绿谷生态农业产业联盟	2020	1
中关村网络安全与信息化产业联盟	2018	2
中关村网络安全与信息化产业联盟	2019	4
中关村肾病血液净化创新联盟	2020	3
中关村肿瘤微创治疗产业技术创新战略联盟	2017	2
中关村肿瘤微创治疗产业技术创新战略联盟	2020	1
中关村视听产业技术创新联盟	2018	8
中关村视听产业技术创新联盟	2020	1
中关村视界裸眼立体信息产业联盟	2017	5
中关村视界裸眼立体信息产业联盟	2020	1
中关村车载信息服务产业应用联盟	2017	8
中关村车载信息服务产业应用联盟	2019	6
中关村车载信息服务产业应用联盟	2020	5
中关村轨道交通视频与安全产业技术联盟	2019	2
中关村轨道交通视频与安全产业技术联盟	2020	1
中关村量子生物农业产业技术创新战略联盟	2019	1
中关村集创数字产城联盟	2018	1
中关村集成电路材料产业技术创新联盟	2019	2
中关村集成电路材料产业技术创新联盟	2020	1
中华中医药学会	2018	11
中华中医药学会	2019	184
中华中医药学会	2020	229
中华全国工商业联合会家具装饰业商会	2018	3
中华全国工商业联合会家具装饰业商会	2019	4
中华口腔医学会	2018	4
中华口腔医学会	2020	10
中卫市矮砧密植有机苹果种植技术协会	2019	3
中国世界电影学会	2018	17
中国丝绸协会	2019	1
中国丝绸协会	2020	3
中国中医药信息学会	2019	72
中国中医药研究促进会	2020	1
中国中小企业协会	2020	4
中国中小商业企业协会	2018	3
中国中小商业企业协会	2019	1
中国中小商业企业协会	2020	3
中国中药协会	2017	4
中国中药协会	2018	6
中国中药协会	2019	4
中国互联网上网服务行业协会	2018	2
中国互联网上网服务行业协会	2019	1
中国互联网上网服务行业协会	2020	2
中国互联网金融协会	2017	5
中国互联网金融协会	2019	1
中国五金交电化工商业协会	2018	15
中国五金交电化工商业协会	2019	7
中国五金制品协会	2017	6
中国五金制品协会	2018	5
中国五金制品协会	2019	11
中国交通企业管理协会	2016	5
中国交通企业管理协会	2017	8
中国交通企业管理协会	2018	2
中国交通企业管理协会	2019	17
中国交通教育研究会	2020	1
中国产业用纺织品行业协会	2017	5
中国产业用纺织品行业协会	2019	1
中国产业用纺织品行业协会	2020	1
中国产学研合作促进会	2016	13
中国产学研合作促进会	2017	35
中国产学研合作促进会	2018	25
中国产学研合作促进会	2019	35
中国产学研合作促进会	2020	21
中国仓储与配送协会	2017	3
中国仓储与配送协会	2019	2
中国仓储与配送协会	2020	1
中国仪器仪表学会	2016	2
中国仪器仪表学会	2018	2
中国仪器仪表学会	2019	1
中国仪器仪表学会	2020	2
中国仪器仪表行业协会	2019	1
中国仪器仪表行业协会	2020	8
中国企业国有产权交易机构协会	2020	5
中国企业财务管理协会	2018	4
中国企业财务管理协会	2019	1
中国优质农产品开发服务协会	2019	3
中国体育场馆协会	2017	1
中国体育场馆协会	2018	1
中国体育用品业联合会	2018	1
中国体育用品业联合会	2019	4
中国体育用品业联合会	2020	2
中国保健协会	2020	1
中国保险行业协会	2016	2
中国信息协会	2018	2
中国信息协会	2019	4
中国健康管理协会	2019	8
中国光伏行业协会	2018	6
中国光伏行业协会	2019	21
中国光伏行业协会	2020	5
中国公路学会	2018	7
中国公路学会	2020	2
中国兽医协会	2019	13
中国兽药协会	2020	6
中国再生资源回收利用协会	2017	3
中国农业国际合作促进会	2018	2
中国农业国际合作促进会	2020	1
中国农业机械化协会	2019	22
中国农业机械化协会	2020	7
中国农业机械学会	2018	26
中国农业机械学会	2019	22
中国农业机械学会	2020	23
中国农业机械工业协会	2017	10
中国农业机械工业协会	2018	12
中国农业机械工业协会	2019	24
中国农业机械工业协会	2020	12
中国农业机械流通协会	2017	2
中国农业机械流通协会	2019	5
中国农业生产资料流通协会	2020	1
中国农垦经贸流通协会	2019	1
中国农药工业协会	2017	1
中国农药工业协会	2019	22
中国农药工业协会	2020	30
中国冶金建设协会	2020	2
中国出入境检验检疫协会	2020	3
中国分析测试协会	2017	10
中国制冷学会	2019	2
中国制笔协会	2017	1
中国制笔协会	2019	5
中国副食流通协会	2019	4
中国动物园协会	2019	6
中国包装联合会	2018	7
中国化学与物理电源行业协会	2018	4
中国化学与物理电源行业协会	2020	2
中国化学品安全协会	2017	1
中国化学品安全协会	2018	1
中国化学品安全协会	2019	2
中国化学品安全协会	2020	1
中国化学纤维工业协会	2017	10
中国化学试剂工业协会	2019	8
中国化学试剂工业协会	2020	9
中国化工企业管理协会	2019	1
中国化工企业管理协会	2020	1
中国医学救援协会	2018	3
中国医学救援协会	2019	29
中国医学装备协会	2019	10
中国医学装备协会	2020	2
中国医疗保健国际交流促进会	2016	1
中国医疗器械行业协会	2018	18
中国医疗器械行业协会	2019	11
中国医疗器械行业协会	2020	9
中国医药保健品进出口商会	2018	25
中国医药保健品进出口商会	2019	29
中国医药包装协会	2017	5
中国医药包装协会	2019	5
中国医药包装协会	2020	1
中国医药商业协会	2020	2
中国医药物资协会	2018	1
中国医院协会	2018	4
中国医院协会	2019	17
中国卫生信息与健康医疗大数据学会	2019	1
中国卫生有害生物防制协会	2016	2
中国卫生有害生物防制协会	2018	2
中国卫生有害生物防制协会	2019	1
中国卫生有害生物防制协会	2020	1
中国卫生监督协会	2019	2
中国卫生监督协会	2020	3
中国印制电路行业协会	2016	19
中国印制电路行业协会	2017	2
中国印制电路行业协会	2018	2
中国印制电路行业协会	2019	2
中国印制电路行业协会	2020	1
中国印刷及设备器材工业协会	2018	1
中国印刷及设备器材工业协会	2019	3
中国印刷及设备器材工业协会	2020	1
中国印刷技术协会	2016	3
中国印刷技术协会	2019	1
中国印章行业协会	2017	5
中国口腔清洁护理用品工业协会	2018	2
中国口腔清洁护理用品工业协会	2019	1
中国可再生能源学会	2018	3
中国可再生能源学会	2020	3
中国合成树脂供销协会	2020	4
中国品牌建设促进会	2019	2
中国品牌建设促进会	2020	8
中国商业经济学会	2019	1
中国商业联合会	2018	9
中国商业联合会	2019	19
中国商业联合会	2020	12
中国国防工业企业协会	2019	1
中国国际贸易促进委员会商业行业委员会	2017	7
中国国际贸易促进委员会商业行业委员会	2018	12
中国国际贸易促进委员会商业行业委员会	2019	12
中国国际贸易促进委员会商业行业委员会	2020	8
中国图学学会	2019	5
中国地理信息产业协会	2019	1
中国地质灾害防治工程行业协会	2019	7
中国地震学会	2020	1
中国垒球协会	2020	1
中国城市公共交通协会	2018	1
中国城市公共交通协会	2020	2
中国城市商业网点建设管理联合会	2018	1
中国城市燃气协会	2017	1
中国城市燃气协会	2018	2
中国城市燃气协会	2019	4
中国城市环境卫生协会	2019	2
中国城市环境卫生协会	2020	2
中国城市科学研究会	2019	6
中国城市科学研究会	2020	3
中国城市规划学会	2018	2
中国城市轨道交通协会	2019	64
中国城市轨道交通协会	2020	20
中国基建物资租赁承包协会	2016	3
中国基建物资租赁承包协会	2020	1
中国复合材料工业协会	2018	1
中国复合材料工业协会	2019	1
中国天然橡胶协会	2019	1
中国宇航学会	2020	16
中国安全产业协会	2018	1
中国安全防范产品行业协会	2019	1
中国实验动物学会	2018	63
中国室内装饰协会	2017	1
中国室内装饰协会	2020	1
中国家具协会	2017	5
中国家具协会	2020	4
中国家用电器协会	2017	1
中国家用电器协会	2018	4
中国家用电器协会	2019	6
中国家用电器协会	2020	9
中国家用电器服务维修协会	2018	2
中国家用纺织品行业协会	2019	5
中国家用纺织品行业协会	2020	6
中国对外承包工程商会	2018	3
中国工业气体工业协会	2018	3
中国工业气体工业协会	2019	12
中国工业气体工业协会	2020	3
中国工业清洗协会	2018	1
中国工业节能与清洁生产协会	2020	4
中国工业防腐蚀技术协会	2018	5
中国工业防腐蚀技术协会	2019	3
中国工业防腐蚀技术协会	2020	1
中国工程建设标准化协会	2017	35
中国工程建设标准化协会	2018	10
中国工程建设标准化协会	2019	152
中国工程建设标准化协会	2020	1
中国工程机械工业协会	2020	69
中国市场学会	2017	3
中国广告协会	2020	4
中国康复辅助器具协会	2019	8
中国康复辅助器具协会	2020	3
中国建筑业协会	2018	2
中国建筑业协会	2019	9
中国建筑业协会	2020	8
中国建筑卫生陶瓷协会	2017	1
中国建筑卫生陶瓷协会	2018	4
中国建筑卫生陶瓷协会	2019	9
中国建筑卫生陶瓷协会	2020	1
中国建筑文化研究会	2019	1
中国建筑材料流通协会	2016	1
中国建筑材料流通协会	2018	5
中国建筑材料流通协会	2020	3
中国建筑材料联合会	2017	17
中国建筑材料联合会	2019	40
中国建筑材料联合会	2020	12
中国建筑玻璃与工业玻璃协会	2017	1
中国建筑玻璃与工业玻璃协会	2018	6
中国建筑玻璃与工业玻璃协会	2019	7
中国建筑装饰协会	2018	18
中国建筑装饰协会	2019	5
中国建筑装饰协会	2020	11
中国建筑装饰装修材料协会	2018	8
中国建筑装饰装修材料协会	2019	3
中国建筑装饰装修材料协会	2020	5
中国建筑金属结构协会	2019	4
中国建筑金属结构协会	2020	1
中国建筑防水协会	2020	1
中国建设劳动学会	2019	16
中国循环经济协会	2017	9
中国循环经济协会	2018	1
中国循环经济协会	2019	6
中国总会计师协会	2018	3
中国总会计师协会	2019	1
中国手球协会	2020	1
中国技术市场协会	2017	3
中国技术市场协会	2018	4
中国技术市场协会	2019	14
中国技术市场协会	2020	5
中国技术监督情报协会	2018	4
中国技术监督情报协会	2019	4
中国技术监督情报协会	2020	2
中国技术经济学会	2019	1
中国技术经济学会	2020	5
中国报业协会	2019	1
中国拍卖行业协会	2017	1
中国招标投标协会	2019	1
中国指挥与控制学会	2018	6
中国指挥与控制学会	2020	5
中国探险协会	2019	2
中国支付清算协会	2018	3
中国支付清算协会	2019	2
中国收藏家协会	2019	1
中国收藏家协会	2020	2
中国教育后勤协会	2016	1
中国教育后勤协会	2019	2
中国教育学会	2018	2
中国教育装备行业协会	2018	6
中国教育装备行业协会	2019	6
中国散装水泥推广发展协会	2019	3
中国整形美容协会	2020	1
中国文化信息协会	2017	10
中国文化信息协会	2018	2
中国文化信息协会	2019	7
中国文教体育用品协会	2017	2
中国文教体育用品协会	2018	21
中国文教体育用品协会	2019	7
中国新闻技术工作者联合会	2019	2
中国施工企业管理协会	2018	4
中国旅行社协会	2019	2
中国无机盐工业协会	2016	1
中国无机盐工业协会	2018	1
中国无机盐工业协会	2019	1
中国无线电协会	2017	9
中国日用杂品工业协会	2020	1
中国旧货业协会	2017	4
中国曲棍球协会	2019	1
中国有色金属工业协会	2018	5
中国服务贸易协会	2018	1
中国服装协会	2019	5
中国服装协会	2020	5
中国木材与木制品流通协会	2016	1
中国木材与木制品流通协会	2017	1
中国木材与木制品流通协会	2018	3
中国木材与木制品流通协会	2019	3
中国机床工具工业协会	2020	11
中国机械制造工艺协会	2019	22
中国机械制造工艺协会	2020	1
中国机械工业质量管理协会	2017	1
中国机械工业质量管理协会	2018	1
中国机械工程学会	2017	2
中国机械工程学会	2019	9
中国机电装备维修与改造技术协会	2019	3
中国机电装备维修与改造技术协会	2020	1
中国林业与环境促进会	2016	10
中国林业与环境促进会	2017	5
中国林业产业联合会	2018	1
中国林业产业联合会	2019	6
中国林业产业联合会	2020	3
中国林业生态发展促进会	2019	3
中国林产工业协会	2018	7
中国林学会	2018	1
中国林学会	2019	10
中国林学会	2020	10
中国染料工业协会	2019	6
中国标准化协会	2016	23
中国标准化协会	2017	19
中国标准化协会	2018	59
中国标准化协会	2019	67
中国标准化协会	2020	16
中国核学会	2017	2
中国核学会	2018	7
中国核学会	2019	6
中国核学会	2020	6
中国检验检疫学会	2017	2
中国检验检疫学会	2018	32
中国检验检疫学会	2020	1
中国棉纺织行业协会	2018	1
中国棒球协会	2020	1
中国模具工业协会	2019	1
中国模板脚手架协会	2017	4
中国模板脚手架协会	2018	1
中国橡胶工业协会	2016	3
中国橡胶工业协会	2017	2
中国橡胶工业协会	2018	6
中国橡胶工业协会	2020	5
中国残疾人康复协会	2020	4
中国民族卫生协会	2017	2
中国民族卫生协会	2018	1
中国民族卫生协会	2019	1
中国民族建筑研究会	2018	1
中国民族贸易促进会	2018	2
中国民族贸易促进会	2019	2
中国民间中医医药研究开发协会	2019	4
中国气象服务协会	2017	3
中国气象服务协会	2018	5
中国气象服务协会	2019	6
中国气象服务协会	2020	2
中国氟硅有机材料工业协会	2017	4
中国氟硅有机材料工业协会	2018	9
中国氟硅有机材料工业协会	2019	34
中国氟硅有机材料工业协会	2020	11
中国水产流通与加工协会	2018	2
中国水利企业协会	2019	1
中国水利企业协会	2020	4
中国水利学会	2017	5
中国水利学会	2018	6
中国水利学会	2019	6
中国水利学会	2020	1
中国水利工程协会	2017	4
中国水利工程协会	2018	1
中国水利工程协会	2019	5
中国水利水电勘测设计协会	2018	2
中国水利水电勘测设计协会	2019	1
中国水利水电勘测设计协会	2020	2
中国水利电力物资流通协会	2019	1
中国水利电力物资流通协会	2020	2
中国水泥协会	2018	6
中国水泥协会	2019	2
中国水泥协会	2020	4
中国汽车工业协会	2019	9
中国汽车工业协会	2020	3
中国汽车工程学会	2017	2
中国汽车工程学会	2018	23
中国汽车工程学会	2019	7
中国汽车工程学会	2020	31
中国汽车流通协会	2016	5
中国汽车流通协会	2017	2
中国汽车流通协会	2018	3
中国汽车流通协会	2020	4
中国洗涤用品工业协会	2019	2
中国海洋工程咨询协会	2020	14
中国涂料工业协会	2017	1
中国涂料工业协会	2018	9
中国涂料工业协会	2019	4
中国涂料工业协会	2020	1
中国消费品质量安全促进会	2019	5
中国淀粉工业协会	2018	1
中国淀粉工业协会	2019	1
中国淀粉工业协会	2020	2
中国混凝土与水泥制品协会	2019	7
中国渔船渔机渔具行业协会	2019	3
中国游艺机游乐园协会	2017	1
中国游艺机游乐园协会	2019	1
中国潜水打捞行业协会	2017	13
中国潜水打捞行业协会	2018	5
中国潜水打捞行业协会	2019	3
中国炭素行业协会	2019	2
中国热处理行业协会	2019	2
中国烹饪协会	2017	3
中国烹饪协会	2018	8
中国烹饪协会	2019	3
中国焊接协会	2018	2
中国焊接协会	2019	10
中国焊接协会	2020	3
中国焙烤食品糖制品工业协会	2019	1
中国煤炭加工利用协会	2020	2
中国煤炭工业协会	2018	1
中国照明学会	2017	11
中国照明学会	2020	5
中国照明电器协会	2018	1
中国照明电器协会	2019	2
中国照明电器协会	2020	1
中国爆破行业协会	2019	4
中国物业管理协会	2020	6
中国物流与采购联合会	2017	2
中国物流与采购联合会	2018	13
中国物流与采购联合会	2019	9
中国物流与采购联合会	2020	2
中国物资再生协会	2017	13
中国物资再生协会	2018	11
中国物资再生协会	2019	1
中国物资再生协会	2020	3
中国特种设备安全与节能促进会	2017	1
中国特种设备检验协会	2016	2
中国特种设备检验协会	2019	8
中国特钢企业协会	2017	8
中国特钢企业协会	2019	35
中国玩具和婴童用品协会	2016	1
中国玩具和婴童用品协会	2019	1
